gid,avg_score,watch_times
433,3.690058479532164,171
718,3.6875,16
303,3.6865671641791047,134
282,3.685344827586207,232
188,3.6823529411764704,170
1005,3.6818181818181817,22
311,3.68,75
686,3.68,50
699,3.676470588235294,102
971,3.676470588235294,34
248,3.675,160
404,3.6732673267326734,101
558,3.6714285714285713,70
533,3.6666666666666665,15
1147,3.6666666666666665,21
470,3.6666666666666665,108
965,3.6666666666666665,21
1428,3.6666666666666665,12
292,3.6666666666666665,114
420,3.6666666666666665,81
1172,3.6666666666666665,15
746,3.6638655462184873,119
70,3.6613545816733066,251
1119,3.6610169491525424,59
495,3.6610169491525424,59
222,3.66027397260274,365
610,3.658536585365854,41
1063,3.658536585365854,41
286,3.656964656964657,481
344,3.6545454545454548,55
1240,3.6538461538461537,26
794,3.652173913043478,46
518,3.651685393258427,89
1050,3.6511627906976742,43
732,3.65,180
693,3.6483516483516483,91
568,3.6478260869565218,230
58,3.645714285714286,175
742,3.644194756554307,267
305,3.6436781609195403,87
346,3.642857142857143,126
503,3.641025641025641,39
152,3.6341463414634148,82
537,3.6333333333333333,30
151,3.6319018404907975,326
300,3.6310904872389793,431
31,3.6298701298701297,154
805,3.6296296296296298,27
692,3.6280487804878048,164
1278,3.625,16
236,3.6222222222222222,45
631,3.6218487394957983,119
461,3.6216216216216215,74
543,3.619047619047619,21
961,3.6176470588235294,34
1160,3.6153846153846154,26
92,3.6153846153846154,104
1116,3.6153846153846154,13
618,3.611111111111111,18
713,3.611111111111111,72
1204,3.611111111111111,18
471,3.6108597285067874,221
887,3.609375,64
956,3.608695652173913,46
671,3.608695652173913,46
47,3.601503759398496,133
582,3.6011904761904763,168
591,3.601123595505618,178
939,3.6,60
310,3.6,145
1024,3.6,15
1375,3.6,10
466,3.5961538461538463,52
270,3.5955882352941178,136
508,3.5953488372093023,215
382,3.5945945945945947,111
421,3.5943396226415096,106
333,3.593625498007968,251
464,3.5925925925925926,27
287,3.58974358974359,78
164,3.589403973509934,151
91,3.5874125874125875,143
340,3.5873015873015874,189
609,3.5833333333333335,60
418,3.5813953488372094,129
703,3.5789473684210527,19
6,3.576923076923077,26
789,3.574468085106383,47
587,3.5714285714285716,14
1129,3.5714285714285716,28
566,3.569832402234637,179
710,3.569620253164557,79
273,3.569506726457399,223
549,3.5652173913043477,92
465,3.5647058823529414,85
385,3.5625,208
256,3.5625,16
125,3.557377049180328,244
162,3.556603773584906,106
675,3.5555555555555554,54
46,3.5555555555555554,27
1197,3.5555555555555554,45
81,3.5545454545454547,110
163,3.5543478260869565,92
778,3.5526315789473686,76
4,3.550239234449761,209
381,3.55,100
66,3.549382716049383,162
241,3.546875,128
954,3.5454545454545454,11
1167,3.5454545454545454,11
1159,3.5454545454545454,11
584,3.5443037974683542,79
392,3.5441176470588234,68
664,3.5434782608695654,46
650,3.5416666666666665,72
88,3.539906103286385,213
331,3.5398230088495577,113
65,3.5391304347826087,115
128,3.5384615384615383,65
304,3.5369127516778525,149
431,3.5359477124183005,153
436,3.5353535353535355,99
414,3.532258064516129,62
1012,3.53,100
372,3.5294117647058822,34
673,3.5232558139534884,86
201,3.5168539325842696,89
307,3.515957446808511,188
993,3.515151515151515,66
628,3.514792899408284,169
239,3.513333333333333,150
347,3.510948905109489,137
447,3.5041322314049586,121
274,3.5,190
359,3.5,18
793,3.5,10
730,3.5,24
1097,3.5,18
691,3.5,16
141,3.5,72
361,3.5,10
107,3.5,42
445,3.5,22
501,3.4959349593495936,123
1065,3.490566037735849,53
942,3.488888888888889,45
1221,3.4871794871794872,39
724,3.486842105263158,76
354,3.486111111111111,72
111,3.485294117647059,272
416,3.484375,64
642,3.4831460674157304,89
1136,3.4827586206896552,29
161,3.481818181818182,220
729,3.4814814814814814,81
250,3.4771573604060912,197
865,3.4761904761904763,21
740,3.4761904761904763,63
708,3.4752475247524752,101
943,3.475,40
1153,3.473684210526316,19
147,3.4702702702702704,185
959,3.46875,64
73,3.46875,128
888,3.466666666666667,15
845,3.465909090909091,176
277,3.464788732394366,71
402,3.4647058823529413,170
160,3.463768115942029,69
1218,3.4615384615384617,26
1099,3.4615384615384617,13
332,3.4615384615384617,143
747,3.4607843137254903,102
727,3.4603174603174605,63
806,3.46,50
1016,3.45985401459854,137
367,3.458823529411765,170
1053,3.4583333333333335,24
690,3.458064516129032,155
51,3.45679012345679,81
744,3.4565217391304346,92
212,3.4565217391304346,92
218,3.456140350877193,171
1067,3.4545454545454546,44
33,3.4536082474226806,97
26,3.452054794520548,73
904,3.45,20
24,3.4482758620689653,174
741,3.4482758620689653,58
230,3.4472361809045227,199
389,3.4444444444444446,27
721,3.4444444444444446,54
25,3.4436860068259385,293
288,3.4414225941422596,478
121,3.438228438228438,429
1022,3.4375,32
184,3.4310344827586206,116
109,3.4307692307692306,130
1152,3.4285714285714284,28
1109,3.4285714285714284,28
403,3.427860696517413,201
751,3.4277777777777776,180
662,3.426829268292683,82
697,3.425,40
538,3.4242424242424243,66
328,3.4237288135593222,295
616,3.421875,64
1277,3.4210526315789473,19
13,3.4184782608695654,184
68,3.417910447761194,134
658,3.4177215189873418,79
20,3.4166666666666665,72
1483,3.4166666666666665,12
1211,3.4166666666666665,12
1115,3.413793103448276,29
393,3.4114583333333335,192
955,3.4081632653061225,49
76,3.4074074074074074,54
937,3.4054054054054053,37
295,3.4025974025974026,77
924,3.4,85
345,3.4,65
649,3.4,50
762,3.391304347826087,115
763,3.389261744966443,149
448,3.388235294117647,85
754,3.3859649122807016,57
770,3.3859649122807016,57
889,3.3846153846153846,13
1192,3.3846153846153846,13
387,3.3846153846153846,65
356,3.381443298969072,97
206,3.38,50
1008,3.3783783783783785,37
596,3.377952755905512,127
327,3.3771428571428572,175
1226,3.375,32
580,3.375,32
1009,3.375,64
854,3.375,16
291,3.37007874015748,127
1190,3.3636363636363638,11
220,3.3636363636363638,66
1176,3.3636363636363638,22
255,3.36046511627907,172
326,3.36,175
334,3.359375,64
622,3.358974358974359,39
844,3.357142857142857,42
685,3.356687898089172,157
226,3.355421686746988,166
605,3.3548387096774195,31
214,3.3508771929824563,114
451,3.347058823529412,170
1126,3.34375,32
44,3.3417721518987342,79
547,3.341463414634146,41
366,3.3404255319148937,47
949,3.3380281690140845,71
629,3.3376623376623376,77
676,3.3376623376623376,77
380,3.336206896551724,116
781,3.3333333333333335,84
329,3.3333333333333335,45
1154,3.3333333333333335,12
1220,3.3333333333333335,30
394,3.3333333333333335,12
625,3.3292682926829267,82
925,3.323529411764706,34
739,3.323170731707317,164
49,3.3209876543209877,81
866,3.319327731092437,119
1168,3.3181818181818183,22
532,3.3181818181818183,22
953,3.3181818181818183,22
1134,3.3157894736842106,38
405,3.313953488372093,344
468,3.3125,64
755,3.3125,96
752,3.3076923076923075,39
534,3.3076923076923075,13
301,3.3043478260869565,230
399,3.303370786516854,89
5,3.302325581395349,86
1268,3.3,10
536,3.3,10
1114,3.3,10
348,3.2962962962962963,27
882,3.2941176470588234,34
630,3.2903225806451615,31
233,3.2903225806451615,124
279,3.2857142857142856,28
1086,3.2857142857142856,21
553,3.2857142857142856,63
550,3.2847682119205297,151
227,3.279503105590062,161
77,3.2781456953642385,151
715,3.2758620689655173,87
319,3.2738095238095237,168
624,3.272727272727273,22
1113,3.272727272727273,22
1195,3.272727272727273,11
879,3.2720588235294117,136
1058,3.2666666666666666,15
39,3.264367816091954,87
101,3.26027397260274,73
874,3.2564102564102564,39
1118,3.25531914893617,47
339,3.25531914893617,47
455,3.2551724137931033,145
1296,3.25,20
1010,3.25,44
249,3.246153846153846,130
1051,3.2439024390243905,41
636,3.241758241758242,91
54,3.2403846153846154,104
1017,3.24,50
1045,3.24,25
960,3.24,25
947,3.235294117647059,17
123,3.234782608695652,115
278,3.2333333333333334,60
271,3.2322274881516586,211
815,3.232142857142857,112
883,3.230769230769231,13
1187,3.230769230769231,13
714,3.230769230769231,13
1404,3.230769230769231,13
787,3.230769230769231,13
159,3.227722772277228,101
627,3.2266666666666666,75
1011,3.225806451612903,93
1044,3.225,40
898,3.2241379310344827,58
1401,3.2222222222222223,18
905,3.2222222222222223,27
581,3.2203389830508473,59
895,3.2169811320754715,106
118,3.2150170648464163,293
140,3.2131147540983607,61
1245,3.210526315789474,19
477,3.210526315789474,95
365,3.2083333333333335,48
562,3.2083333333333335,48
232,3.207920792079208,101
2,3.2061068702290076,131
16,3.2051282051282053,39
833,3.204081632653061,49
148,3.203125,128
360,3.2,10
733,3.2,15
390,3.2,10
1056,3.2,10
1055,3.2,10
979,3.2,35
72,3.193798449612403,129
1041,3.193548387096774,62
906,3.1904761904761907,21
280,3.1882352941176473,85
1018,3.1875,32
559,3.1824817518248176,137
1421,3.1818181818181817,11
980,3.1818181818181817,22
972,3.1785714285714284,28
952,3.1777777777777776,45
749,3.176470588235294,51
1046,3.1739130434782608,46
619,3.171875,64
219,3.171171171171171,111
880,3.169491525423729,59
244,3.1666666666666665,48
1069,3.1666666666666665,18
1166,3.1666666666666665,12
1068,3.1666666666666665,12
593,3.1666666666666665,12
535,3.1666666666666665,54
1469,3.1666666666666665,12
1266,3.1666666666666665,12
916,3.1666666666666665,18
967,3.1666666666666665,12
371,3.1641791044776117,67
864,3.1627906976744184,86
312,3.1625,80
1035,3.161764705882353,68
995,3.161290322580645,31
284,3.160621761658031,193
975,3.159090909090909,44
217,3.158333333333333,120
294,3.156701030927835,485
716,3.1551724137931036,58
544,3.1549295774647885,71
785,3.1538461538461537,39
731,3.1538461538461537,39
1281,3.1538461538461537,13
578,3.152173913043478,92
597,3.150485436893204,206
689,3.1494252873563218,87
842,3.1481481481481484,27
946,3.1475409836065573,61
723,3.1470588235294117,34
350,3.1463414634146343,41
281,3.143835616438356,146
409,3.142857142857143,70
1313,3.142857142857143,14
1171,3.142857142857143,14
1042,3.142857142857143,28
62,3.141732283464567,127
696,3.1392405063291138,79
324,3.136,125
1285,3.1333333333333333,15
1446,3.1333333333333333,15
962,3.130434782608696,23
1315,3.130434782608696,23
321,3.1301775147928996,169
410,3.1296296296296298,162
102,3.1296296296296298,54
473,3.126984126984127,126
748,3.1234177215189876,316
458,3.1222222222222222,90
17,3.119565217391304,92
557,3.1176470588235294,17
928,3.1153846153846154,104
290,3.1145833333333335,96
229,3.111111111111111,171
903,3.111111111111111,18
812,3.111111111111111,18
245,3.1083333333333334,240
1117,3.1052631578947367,19
27,3.1052631578947367,57
155,3.1020408163265305,98
570,3.1,50
1400,3.1,10
1503,3.1,10
63,3.097560975609756,82
797,3.096774193548387,31
343,3.096774193548387,124
417,3.095890410958904,73
872,3.0952380952380953,42
595,3.09375,64
620,3.0930232558139537,43
990,3.090909090909091,33
341,3.090909090909091,11
94,3.0875912408759123,137
322,3.0871559633027523,218
1093,3.0869565217391304,23
796,3.0833333333333335,36
472,3.0822784810126582,158
41,3.081081081081081,37
712,3.0784313725490198,51
768,3.076923076923077,52
108,3.076923076923077,65
886,3.0754716981132075,53
1170,3.074074074074074,27
142,3.0701754385964914,57
846,3.0681818181818183,44
561,3.0677966101694913,59
941,3.0652173913043477,46
1014,3.061224489795918,98
772,3.061224489795918,49
682,3.06,100
1107,3.0555555555555554,18
1265,3.0526315789473686,19
90,3.0526315789473686,95
1060,3.051282051282051,39
67,3.0485436893203883,103
679,3.046728971962617,107
761,3.0454545454545454,44
821,3.0454545454545454,22
704,3.0416666666666665,24
1028,3.0405405405405403,148
825,3.036144578313253,83
85,3.0344827586206895,58
449,3.034188034188034,117
3,3.033333333333333,90
546,3.031496062992126,254
974,3.03125,32
637,3.026315789473684,38
640,3.024390243902439,82
330,3.024390243902439,41
720,3.0232558139534884,86
728,3.022222222222222,45
576,3.021505376344086,93
702,3.018867924528302,53
476,3.01875,160
1048,3.0136986301369864,73
38,3.0083333333333333,120
1000,3.0,10
583,3.0,37
869,3.0,24
1518,3.0,12
460,3.0,28
149,3.0,23
698,3.0,10
780,3.0,69
1615,3.0,10
670,3.0,36
1248,3.0,19
944,3.0,43
1267,3.0,33
843,3.0,30
337,3.0,18
1066,3.0,16
43,3.0,40
1120,3.0,17
1085,3.0,11
84,3.0,18
737,2.983050847457627,59
289,2.9806949806949805,259
1135,2.9782608695652173,46
379,2.9767441860465116,43
1133,2.966666666666667,30
308,2.966666666666667,30
873,2.962962962962963,81
1074,2.961038961038961,77
167,2.955223880597015,67
53,2.953125,128
252,2.9430379746835444,158
773,2.9411764705882355,17
573,2.9393939393939394,33
774,2.9375,32
1263,2.933333333333333,15
323,2.933333333333333,240
881,2.933333333333333,45
1025,2.9318181818181817,44
299,2.9315068493150687,73
1061,2.9310344827586206,29
722,2.9310344827586206,58
355,2.926829268292683,41
934,2.926470588235294,68
932,2.925,40
623,2.923076923076923,39
695,2.923076923076923,13
342,2.923076923076923,52
1161,2.923076923076923,13
1244,2.9166666666666665,36
411,2.914110429447853,163
790,2.909090909090909,66
621,2.909090909090909,11
1127,2.909090909090909,11
225,2.908256880733945,109
809,2.9069767441860463,43
349,2.903225806451613,31
950,2.9,30
1219,2.9,20
756,2.8984375,128
373,2.8974358974358974,39
674,2.8958333333333335,48
40,2.8947368421052633,57
810,2.888888888888889,45
106,2.887323943661972,71
800,2.8846153846153846,26
1157,2.88,25
938,2.88,25
823,2.8780487804878048,82
541,2.877551020408163,49
454,2.875,16
1071,2.875,16
1032,2.875,16
1217,2.871794871794872,39
1199,2.869565217391304,23
552,2.8666666666666667,45
985,2.8636363636363638,22
984,2.8636363636363638,44
309,2.857142857142857,28
1110,2.8536585365853657,41
1208,2.85,20
235,2.847926267281106,217
1284,2.8461538461538463,26
422,2.8461538461538463,26
989,2.84375,32
426,2.84375,32
415,2.84,25
808,2.838709677419355,31
738,2.838709677419355,31
1047,2.8358208955223883,134
376,2.8333333333333335,24
1015,2.8333333333333335,12
1249,2.8333333333333335,12
1297,2.8333333333333335,12
1105,2.8333333333333335,18
665,2.83,100
1006,2.8260869565217392,23
1038,2.823529411764706,17
362,2.8214285714285716,28
951,2.8205128205128207,39
370,2.8205128205128207,39
717,2.817073170731707,82
386,2.8160919540229883,87
396,2.814814814814815,54
765,2.8125,32
801,2.8125,16
678,2.808219178082192,219
554,2.803921568627451,102
401,2.8026315789473686,76
982,2.8,20
1112,2.8,15
1540,2.8,10
18,2.8,10
567,2.8,35
999,2.8,10
240,2.7884615384615383,156
384,2.782608695652174,69
1033,2.78125,32
139,2.78,50
820,2.774193548387097,93
1078,2.772727272727273,22
1188,2.772727272727273,44
827,2.7719298245614037,57
1059,2.7714285714285714,35
775,2.769230769230769,26
80,2.764705882352941,68
335,2.761904761904762,21
21,2.761904761904762,84
818,2.76,25
572,2.7586206896551726,29
764,2.7586206896551726,29
824,2.7551020408163267,49
892,2.7547169811320753,53
1036,2.75,24
725,2.75,16
841,2.75,48
391,2.7457627118644066,59
264,2.742574257425743,101
635,2.739130434782609,23
1210,2.736842105263158,38
875,2.7358490566037736,53
1273,2.7333333333333334,15
783,2.72972972972973,37
560,2.727272727272727,22
914,2.727272727272727,11
363,2.723404255319149,47
672,2.723076923076923,65
400,2.7222222222222223,18
1478,2.7222222222222223,18
1091,2.7209302325581395,43
444,2.717391304347826,46
849,2.7169811320754715,53
266,2.7142857142857144,35
926,2.702970297029703,101
876,2.702127659574468,47
569,2.701492537313433,67
929,2.7,40
930,2.7,80
351,2.7,20
819,2.7,40
802,2.7,40
977,2.693877551020408,49
1128,2.6923076923076925,13
828,2.6923076923076925,13
1280,2.6875,16
259,2.685185185185185,162
1206,2.6842105263157894,19
1283,2.6842105263157894,19
231,2.683098591549296,142
565,2.6818181818181817,22
1163,2.68,25
1222,2.68,25
586,2.676470588235294,34
364,2.675675675675676,37
1224,2.6666666666666665,12
859,2.6666666666666665,15
29,2.6666666666666665,114
452,2.6666666666666665,66
840,2.660377358490566,53
338,2.659340659340659,91
760,2.652173913043478,46
829,2.6470588235294117,34
1225,2.642857142857143,14
786,2.642857142857143,14
369,2.6363636363636362,55
413,2.6363636363636362,55
1335,2.6363636363636362,11
771,2.6341463414634148,41
579,2.6315789473684212,19
336,2.627906976744186,43
1132,2.625,32
1095,2.6206896551724137,29
158,2.6166666666666667,60
358,2.6153846153846154,143
1139,2.606060606060606,33
1040,2.6,25
1425,2.6,10
700,2.6,15
782,2.6,10
395,2.5892857142857144,56
397,2.5833333333333335,12
1023,2.5806451612903225,31
138,2.5789473684210527,19
826,2.575,80
260,2.574803149606299,127
1411,2.5714285714285716,28
105,2.5675675675675675,74
441,2.5660377358490565,53
986,2.5652173913043477,23
998,2.5625,16
680,2.5588235294117645,34
261,2.558139534883721,43
779,2.5483870967741935,31
325,2.546875,128
832,2.5454545454545454,22
575,2.5454545454545454,44
877,2.5384615384615383,52
1209,2.533333333333333,15
542,2.5294117647058822,51
1258,2.5217391304347827,23
1049,2.52,25
734,2.5185185185185186,27
978,2.5185185185185186,27
1034,2.5185185185185186,27
110,2.5161290322580645,31
878,2.515151515151515,33
540,2.511627906976744,43
407,2.511627906976744,43
1180,2.5,10
146,2.5,10
1181,2.5,10
908,2.5,20
1184,2.5,10
996,2.5,14
1311,2.5,16
1434,2.5,10
791,2.5,10
1231,2.5,22
556,2.5,12
571,2.5,28
1092,2.5,12
585,2.4871794871794872,39
539,2.477272727272727,44
1178,2.473684210526316,19
1444,2.473684210526316,19
1232,2.4705882352941178,17
831,2.4615384615384617,91
1228,2.4583333333333335,48
1314,2.4545454545454546,11
78,2.4545454545454546,33
769,2.4523809523809526,42
254,2.4516129032258065,62
112,2.45,20
406,2.4489795918367347,49
145,2.4461538461538463,65
1239,2.4444444444444446,18
681,2.4444444444444446,27
243,2.4393939393939394,132
353,2.4285714285714284,14
726,2.4285714285714284,14
795,2.4285714285714284,21
893,2.4285714285714284,14
816,2.4285714285714284,21
933,2.4285714285714284,21
1094,2.4166666666666665,12
551,2.4166666666666665,24
719,2.413793103448276,29
563,2.413793103448276,29
683,2.4081632653061225,49
1090,2.4054054054054053,37
871,2.4,75
983,2.4,15
412,2.3978494623655915,93
450,2.3968253968253967,63
388,2.392857142857143,28
940,2.34375,32
122,2.339622641509434,106
1303,2.3333333333333335,18
1057,2.3181818181818183,22
988,2.313953488372093,86
456,2.3125,48
1182,2.3076923076923075,13
1054,2.3043478260869565,23
1140,2.2941176470588234,17
1207,2.2941176470588234,17
1013,2.289473684210526,38
1052,2.28,25
1185,2.2777777777777777,18
1480,2.272727272727273,11
374,2.272727272727273,11
130,2.260869565217391,23
1076,2.25,12
1407,2.25,20
860,2.25,16
1030,2.25,20
1079,2.2444444444444445,45
991,2.24,25
120,2.2388059701492535,67
885,2.230769230769231,13
1088,2.230769230769231,13
577,2.2195121951219514,41
1183,2.210526315789474,19
1291,2.2,15
834,2.2,25
574,2.2,15
687,2.1884057971014492,69
759,2.1818181818181817,11
767,2.1818181818181817,11
35,2.1818181818181817,11
667,2.1666666666666665,12
548,2.1666666666666665,12
948,2.1666666666666665,48
931,2.1578947368421053,57
263,2.1578947368421053,19
377,2.1538461538461537,13
36,2.1538461538461537,13
1229,2.1538461538461537,13
1089,2.1315789473684212,38
1419,2.125,16
997,2.125,16
352,2.1153846153846154,26
862,2.111111111111111,18
398,2.076923076923077,26
383,2.064516129032258,31
564,2.037037037037037,27
590,2.0,18
1037,2.0,24
1001,2.0,17
1029,2.0,14
555,2.0,10
375,1.9565217391304348,23
890,1.9534883720930232,43
743,1.9487179487179487,39
453,1.9375,16
1215,1.9333333333333333,30
901,1.9166666666666667,12
368,1.903225806451613,31
894,1.894736842105263,19
103,1.8666666666666667,15
1165,1.8571428571428572,14
688,1.8409090909090908,44
1230,1.8333333333333333,18
976,1.8333333333333333,12
545,1.8333333333333333,12
1254,1.8181818181818181,11
1336,1.8,10
457,1.7407407407407407,27
1274,1.7272727272727273,11
758,1.7142857142857142,21
1087,1.7,10
440,1.6428571428571428,14
669,1.6153846153846154,13
424,1.3157894736842106,19
